log_fci_size,one_norm,total_pstrings,n_qubits,n_elec,max_vertex_deg,min_vertex_deg,avg_vertex_deg,vertex_deg_std_dev,avg_edge_order,edge_order_std_dev,max_edge_weight,min_edge_weight,avg_edge_weight,edge_weight_std_dev,cisd,mp2,ccsd,ccsdt
23.48759812,311.6632174,3085,20,16,1749,637,1425.6,304.402431,9.242139384,4.685233947,129.7367117,1.13E-08,0.101025354,2.417302717,TRUE,FALSE,FALSE,FALSE
15.01318356,66.25635199,1793,16,8,1141,329,800,307.7125282,7.138873397,2.803712435,21.95732625,1.49E-06,0.03695279,0.531592985,FALSE,FALSE,FALSE,FALSE
19.29770667,115.9150448,6585,20,10,4113,1087,3347.4,890.580395,10.1667426,4.065539694,42.03059961,9.30E-07,0.017602892,0.531172938,FALSE,FALSE,TRUE,TRUE
27.96888576,279.3573794,28469,28,14,16189,3651,13612.57143,3663.981221,13.38831712,5.616473396,102.2156122,2.26E-08,0.009812687,0.618677851,FALSE,FALSE,FALSE,FALSE
13.34912278,172.1233148,769,12,10,497,269,425,74.29670248,6.631989597,2.946610549,74.60505219,5.98E-07,0.223827457,2.879464711,TRUE,FALSE,TRUE,TRUE
15.01318356,63.66362542,1893,16,8,1145,445,969.75,235.2422953,8.196513471,3.314385953,23.27223371,1.68E-06,0.033631075,0.550112008,FALSE,FALSE,FALSE,FALSE
6.66440902,14.64573261,381,8,4,267,159,235,39.8246155,4.934383202,1.680019669,6.099420211,1.09E-08,0.038440243,0.327281465,TRUE,TRUE,TRUE,TRUE
19.29770667,122.9169541,8369,20,10,4975,1591,4202.8,1038.848767,10.04373282,3.902687625,40.88747347,1.01E-08,0.014687173,0.458177478,FALSE,FALSE,FALSE,FALSE
19.29770667,125.3815283,4737,20,10,2797,773,2140.4,659.7851468,9.036943213,4.203262174,46.93282437,1.14E-08,0.026468551,0.699990579,FALSE,FALSE,FALSE,FALSE
10.78725509,29.9358978,769,12,6,497,155,329,143.1642413,5.133940182,1.827119843,11.38298728,1.79E-05,0.038928346,0.426601,TRUE,FALSE,TRUE,TRUE
10.78725509,55.36906845,769,12,6,497,269,417,73.21202087,6.507152146,2.928318011,23.1330657,3.12E-05,0.072001389,0.889168137,TRUE,FALSE,TRUE,TRUE
2.772588722,3.137752791,17,4,2,11,11,11,0,2.588235294,1.416658186,1.267586541,0.049580187,0.184573694,0.283047,TRUE,FALSE,TRUE,TRUE
23.62006596,186.110455,12917,24,12,7765,1619,6128.166667,1926.908657,11.38623519,4.538107104,63.30784508,7.78E-07,0.01440818,0.56952224,FALSE,FALSE,TRUE,TRUE
6.66440902,12.54739385,433,8,4,301,191,268,45.13313639,4.951501155,1.659169722,4.727837233,1.14E-07,0.028977815,0.238125361,FALSE,TRUE,TRUE,TRUE
15.01318356,70.84407367,4589,16,8,2823,1111,2393.25,517.4272292,8.344301591,3.291596155,27.50819882,1.01E-08,0.015437802,0.419029403,TRUE,FALSE,TRUE,TRUE
21.13028813,180.7825032,5591,20,12,3279,843,2643.8,726.7526127,9.457342157,3.984893135,73.35425643,2.48E-08,0.032334556,1.01894905,FALSE,FALSE,FALSE,FALSE
10.78725509,27.34633487,1329,12,6,901,385,747,147.7520445,6.744920993,2.581774434,10.28453282,1.02E-08,0.020576625,0.292034091,TRUE,FALSE,TRUE,TRUE
19.29770667,129.4307327,6585,20,10,4129,1137,3430.6,879.6002729,10.41943812,4.144568802,49.63176221,4.43E-06,0.019655388,0.628508957,TRUE,FALSE,TRUE,TRUE
6.66440902,11.04231212,225,8,4,155,83,120.5,29.42362996,4.284444444,1.534485879,4.34293978,1.84E-08,0.049076943,0.300879895,FALSE,TRUE,TRUE,TRUE
2.772588722,3.430585141,17,4,2,11,11,11,0,2.588235294,1.416658186,1.458366017,0.004537173,0.201799126,0.331650416,TRUE,TRUE,TRUE,TRUE
22.51658249,276.0710824,7477,20,14,4495,1495,3550.8,863.2197634,9.497926976,4.392280148,108.6463932,4.58E-08,0.036922707,1.300837593,FALSE,FALSE,FALSE,FALSE
27.96888576,315.3800063,36989,28,14,21055,4645,17380.28571,4941.734722,13.15656006,5.602344127,106.0916735,5.04E-08,0.008526319,0.562593899,FALSE,FALSE,TRUE,TRUE
27.96888576,170.677358,18777,28,14,10659,2373,8495.857143,2532.40859,12.66890345,5.464203119,59.59718588,1.04E-08,0.009089703,0.442810373,FALSE,FALSE,FALSE,FALSE
15.01318356,86.06629772,3905,16,8,2401,967,2028,461.7499323,8.309346991,3.566608148,28.01964217,3.28E-08,0.022040025,0.462058233,TRUE,FALSE,TRUE,TRUE
6.66440902,12.68979569,201,8,4,135,91,113,22,4.497512438,1.555361064,5.031966698,0.001074779,0.063133312,0.369248454,TRUE,TRUE,TRUE,TRUE
19.29770667,57.13032216,9881,20,10,5875,1247,4169.8,1723.533394,8.440036434,3.342214822,17.40286391,1.05E-08,0.005781836,0.178772742,FALSE,FALSE,FALSE,FALSE
10.78725509,36.60780309,1149,12,6,737,347,620,141.3400156,6.475195822,2.668930134,13.57994888,7.67E-06,0.031860577,0.41715738,TRUE,FALSE,TRUE,TRUE
2.772588722,2.117380373,29,4,2,21,19,20,1,2.75862069,1.222072079,0.909248328,6.37E-07,0.073013116,0.169989288,FALSE,FALSE,FALSE,FALSE
15.01318356,51.20547745,7353,16,8,4509,1759,3848,922.717725,8.373181015,3.131984729,15.98523565,2.47E-08,0.006963889,0.191500936,FALSE,FALSE,TRUE,TRUE
27.96888576,249.9821868,31173,28,14,17977,4667,15030.14286,3834.136164,13.50027267,5.557857893,80.23528629,1.31E-07,0.008019189,0.46270755,FALSE,FALSE,FALSE,TRUE
15.01318356,50.55912884,5373,16,8,3459,1105,2784.25,773.52727,8.291085055,3.037967542,18.71809189,1.02E-08,0.009409851,0.263155225,FALSE,FALSE,FALSE,FALSE
2.772588722,1.965992325,29,4,2,21,19,20,1,2.75862069,1.222072079,0.844432155,4.89E-06,0.067792839,0.160126088,TRUE,TRUE,TRUE,TRUE
27.96888576,185.8052053,33005,28,14,19259,4541,15737,4297.289544,13.35058324,5.478338446,68.90811331,1.03E-08,0.005629608,0.386255732,FALSE,FALSE,FALSE,FALSE
19.29770667,91.06983166,7325,20,10,4499,1401,3760.8,959.0995569,10.2683959,4.06990677,35.12748048,1.14E-08,0.012432742,0.421321726,FALSE,FALSE,FALSE,FALSE
27.96888576,194.6528149,26725,28,14,15379,3501,12482,3312.711858,13.07749298,5.419503676,70.65452253,1.11E-08,0.007283548,0.441228824,FALSE,FALSE,FALSE,FALSE
6.66440902,14.80247532,129,8,4,83,57,76,10.48808848,4.713178295,2.08052542,5.837376347,0.000544529,0.114747871,0.531343665,TRUE,FALSE,FALSE,FALSE
10.78725509,55.75347476,769,12,6,497,269,417,73.21202087,6.507152146,2.928318011,22.70749487,0.000143335,0.072501268,0.872963315,TRUE,FALSE,TRUE,TRUE
22.51658249,268.1124581,6755,20,15,4145,1302,3269.6,826.5495992,9.680532939,4.094635332,115.7610611,1.05E-08,0.039690963,1.465778058,FALSE,FALSE,FALSE,FALSE
15.20380392,165.3869101,1352,14,10,850,366,710,155.9487095,7.352071006,3.003746945,65.85896717,4.68E-05,0.122327596,1.898781665,FALSE,FALSE,TRUE,TRUE
2.772588722,2.55577823,17,4,2,11,11,11,0,2.588235294,1.416658186,1.20804904,9.27E-05,0.150339896,0.297316076,TRUE,TRUE,TRUE,TRUE
6.66440902,15.76178034,425,8,4,295,191,265,43.05810028,4.988235294,1.647058824,5.712165468,1.40E-08,0.037086542,0.288522832,FALSE,FALSE,FALSE,FALSE
10.78725509,31.3795972,693,12,6,445,201,366,82.24962006,6.337662338,2.850023927,12.12647642,1.88E-08,0.045280804,0.476840162,TRUE,TRUE,TRUE,TRUE
23.48759812,317.3047325,5403,20,17,3191,1096,2685.6,621.3720625,9.941143809,4.786720552,142.541298,1.29E-08,0.058727509,2.010786904,FALSE,FALSE,FALSE,FALSE
22.51658249,291.5969674,9975,20,15,5923,1361,4787.2,1449.075761,9.59839599,3.883299818,119.3748274,1.04E-08,0.029232779,1.237241115,FALSE,FALSE,FALSE,FALSE
6.66440902,9.376924661,237,8,4,161,87,127.5,29.99583304,4.303797468,1.545548368,3.524090104,0.00011746,0.039565083,0.238298731,FALSE,FALSE,FALSE,FALSE
6.66440902,15.53662706,433,8,4,301,191,268,45.13313639,4.951501155,1.659169722,6.539261004,8.09E-08,0.035881356,0.334749351,TRUE,TRUE,TRUE,TRUE
13.34912278,173.6952559,769,12,10,497,269,417,73.21202087,6.507152146,2.928318011,76.15390855,3.24E-05,0.225871594,2.935777511,TRUE,TRUE,TRUE,TRUE
23.62006596,156.9976668,16421,24,12,9553,2503,7932.5,2225.744314,11.59369101,4.629985344,57.86152126,1.03E-08,0.009560786,0.461790785,FALSE,FALSE,FALSE,TRUE
6.66440902,10.87653693,229,8,4,157,83,122.5,30.54095611,4.279475983,1.521481605,4.025899322,7.19E-05,0.047495794,0.276569409,TRUE,TRUE,TRUE,TRUE
19.29770667,109.0599723,6585,20,10,4113,1087,3350.6,894.4239711,10.17646166,3.936376149,39.77232281,1.42E-06,0.016561879,0.50256089,TRUE,FALSE,TRUE,TRUE
8.050703381,30.37514208,125,8,6,79,47,57.5,13.06713435,3.68,1.336263447,13.7539144,0.000808976,0.243001137,1.308682362,TRUE,TRUE,TRUE,TRUE
27.96888576,255.9298031,43405,28,14,25589,6051,20428.14286,5604.44855,13.17792881,5.439086518,83.11146416,1.00E-08,0.005896321,0.406234718,FALSE,FALSE,FALSE,FALSE
19.29770667,77.48202024,7361,20,10,4513,1337,3668.6,974.3056194,9.967667436,3.954851588,27.24281098,1.05E-08,0.010526018,0.325135955,TRUE,FALSE,TRUE,TRUE
23.62006596,216.0987358,20261,24,12,11759,3447,9771.5,2533.086276,11.57474952,4.955057092,75.27160175,5.04E-08,0.010665749,0.540822579,TRUE,FALSE,FALSE,FALSE
6.66440902,9.034973736,229,8,4,157,83,122.5,30.54095611,4.279475983,1.521481605,3.381652359,0.00017902,0.039454034,0.231601303,TRUE,FALSE,TRUE,TRUE
27.96888576,296.1535731,28705,28,14,16535,3415,13505.85714,4042.557551,13.17415084,5.371515252,101.9766403,1.32E-08,0.010317142,0.613481566,FALSE,FALSE,FALSE,FALSE
18.11157922,142.5934637,11316,18,10,6930,2330,5757.111111,1477.108019,9.157652881,3.514861988,48.44052949,1.00E-08,0.012601048,0.474970893,FALSE,FALSE,FALSE,FALSE
23.62006596,109.6399734,10257,24,12,5939,1307,4759,1418.145385,11.13541971,4.662635294,39.20402387,1.21E-08,0.010689283,0.394961415,FALSE,FALSE,FALSE,FALSE
27.96888576,301.3442963,23805,28,14,13801,3331,10928.57143,3147.484726,12.85444234,5.51064976,104.5906866,1.75E-08,0.012658866,0.692492146,FALSE,FALSE,TRUE,TRUE
6.66440902,6.088131735,429,8,4,301,189,266.5,44.90823978,4.96969697,1.656101286,2.13002,4.33E-08,0.014191449,0.106487123,FALSE,FALSE,FALSE,FALSE
27.96888576,284.3209391,34681,28,14,19785,4205,16271.42857,4659.801877,13.1368761,5.556017499,103.8120823,1.00E-08,0.008198176,0.568733779,FALSE,FALSE,FALSE,FALSE
15.01318356,77.03908766,2597,16,8,1587,701,1412.5,262.1702691,8.702348864,3.798491669,30.08555044,4.43E-06,0.029664647,0.609825814,TRUE,FALSE,TRUE,TRUE
19.29770667,125.4947299,4801,20,10,2773,875,2186.2,634.3423051,9.107269319,3.990139802,47.74176448,1.13E-08,0.02613929,0.707108022,TRUE,FALSE,FALSE,FALSE
19.29770667,123.4781615,6937,20,10,4275,1215,3409,966.8646234,9.828456105,3.833718802,46.13164011,7.21E-07,0.017799937,0.569431191,TRUE,FALSE,TRUE,TRUE
2.772588722,2.288929992,29,4,2,21,19,20,1,2.75862069,1.222072079,0.955398592,0.001988985,0.07892862,0.178441767,TRUE,TRUE,TRUE,TRUE
23.62006596,183.2466995,12917,24,12,7765,1619,5906.833333,1860.773577,10.97499419,4.381449377,68.20335422,7.21E-07,0.014186475,0.614961707,FALSE,FALSE,FALSE,TRUE
27.96888576,127.5370587,34701,28,14,19479,4189,13128.85714,5277.347573,10.5935852,4.582702508,35.68798789,1.02E-08,0.003675314,0.194592719,FALSE,FALSE,FALSE,FALSE
23.62006596,146.4257709,38409,24,12,22217,6231,18619.33333,4981.852589,11.63435653,4.71096119,37.8122963,1.19E-08,0.003812278,0.196606003,FALSE,FALSE,FALSE,FALSE
6.66440902,10.10222889,125,8,4,79,47,57.5,13.06713435,3.68,1.336263447,4.137748559,0.00056959,0.080817831,0.383681666,TRUE,TRUE,TRUE,TRUE
13.34912278,174.1734413,769,12,10,497,269,425,74.29670248,6.631989597,2.946610549,75.40555813,9.54E-05,0.226493422,2.907841209,TRUE,FALSE,TRUE,TRUE
23.48759812,383.710518,5611,20,17,3371,1218,2774.2,633.2250469,9.888433434,4.29474899,158.7572457,1.56E-07,0.068385407,2.192007016,TRUE,FALSE,FALSE,TRUE
10.78725509,25.59693174,1889,12,6,1263,567,1067,235.1736947,6.778189518,2.384001446,9.489320445,1.02E-08,0.01355052,0.22628215,FALSE,FALSE,FALSE,FALSE
22.51658249,266.4859963,3829,20,14,2207,765,1800,417.8375282,9.401932619,4.4503126,106.964215,1.03E-08,0.069596761,1.785669849,FALSE,FALSE,FALSE,FALSE
10.78725509,27.77355727,949,12,6,679,263,526,129.6752354,6.651211802,2.35194942,11.52774698,1.48E-06,0.02926613,0.391782438,TRUE,TRUE,TRUE,TRUE
27.96888576,199.1377806,71725,28,14,40731,10011,33938.28571,9371.063032,13.24882537,5.510356817,49.23332309,1.06E-08,0.002776407,0.186866676,FALSE,FALSE,TRUE,FALSE
23.62006596,127.0425779,16565,24,12,9661,2629,8079.666667,2068.12642,11.70612738,4.780061139,44.34488545,1.00E-08,0.007669338,0.351594694,FALSE,FALSE,FALSE,FALSE
10.78725509,26.36176534,893,12,6,599,289,506,95.1752769,6.799552072,2.886645279,10.08828343,1.27E-08,0.029520454,0.349237911,FALSE,TRUE,TRUE,TRUE
10.78725509,54.56831713,769,12,6,497,269,417,73.21202087,6.507152146,2.928318011,22.35284962,4.70E-05,0.0709601,0.860127214,FALSE,FALSE,TRUE,TRUE
10.78725509,42.09913451,1041,12,6,665,325,562.6666667,115.5849856,6.486071085,2.674468899,15.48831438,1.14E-08,0.040441051,0.49568132,TRUE,FALSE,TRUE,TRUE
15.01318356,51.38876322,3601,16,8,2279,757,1813.5,498.6298728,8.057761733,3.134669901,19.60984449,1.02E-08,0.014270692,0.336231224,TRUE,FALSE,FALSE,FALSE
2.772588722,3.444532566,17,4,2,11,11,11,0,2.588235294,1.416658186,1.261440567,0.043116962,0.202619563,0.293389226,TRUE,FALSE,TRUE,TRUE
6.66440902,11.52397389,173,8,4,115,69,90.5,15.58043645,4.184971098,1.605771608,4.589819813,6.56E-05,0.066612566,0.362426846,TRUE,TRUE,TRUE,TRUE
21.13028813,203.9897935,2881,20,12,1683,621,1339.8,292.2426389,9.300937175,4.639899379,79.34712286,1.66E-07,0.070805204,1.525373144,FALSE,FALSE,FALSE,FALSE
10.78725509,35.43303091,1249,12,6,873,335,655,177.7507618,6.293034428,2.544834074,13.65385479,1.01E-08,0.02836912,0.401365451,TRUE,TRUE,TRUE,TRUE
19.29770667,81.45279228,8405,20,10,5177,1627,4290,1107.831485,10.2082094,3.97744434,31.4967931,1.06E-08,0.009690993,0.351990284,TRUE,TRUE,TRUE,TRUE
15.01318356,73.63174764,2953,16,8,2019,695,1611.5,434.1460008,8.731459533,3.809733529,27.81464631,9.10E-07,0.024934557,0.529030866,TRUE,FALSE,TRUE,TRUE
6.66440902,9.139393342,229,8,4,157,83,122.5,30.54095611,4.279475983,1.521481605,3.284838195,0.000437587,0.039910015,0.224486495,TRUE,FALSE,TRUE,TRUE
6.66440902,8.700096593,425,8,4,293,187,261,43.4281015,4.912941176,1.644798449,3.325782015,5.62E-08,0.020470816,0.167984885,TRUE,FALSE,TRUE,TRUE
27.96888576,203.5010084,32445,28,14,18511,4105,15291.85714,4247.881201,13.19685622,5.48182016,73.56153072,1.06E-08,0.006272184,0.415810942,FALSE,FALSE,FALSE,FALSE
19.29770667,81.42707125,6985,20,10,4293,1225,3469,970.3003659,9.932712956,3.803633404,29.75747584,1.02E-07,0.011657419,0.364824676,FALSE,FALSE,FALSE,FALSE
2.772588722,2.2093455,29,4,2,21,19,20,1,2.75862069,1.222072079,0.902895979,0.000363705,0.076184328,0.167400275,TRUE,FALSE,TRUE,TRUE
19.29770667,98.61330269,6953,20,10,4281,1271,3458.6,942.1544672,9.948511434,3.844780075,34.18058358,1.37E-07,0.014182842,0.41986559,FALSE,FALSE,FALSE,TRUE
10.78725509,32.55422573,1813,12,6,1185,545,984.3333333,213.1358461,6.515168229,2.356391933,11.43084049,1.06E-08,0.017955999,0.278939638,TRUE,FALSE,FALSE,FALSE
22.51658249,268.1217824,7459,20,14,4649,1486,3713.8,929.9176093,9.957903204,4.035616696,108.4735281,2.44E-08,0.035946076,1.310209615,FALSE,FALSE,FALSE,TRUE
10.78725509,27.68994823,789,12,6,509,271,433.3333333,76.47149069,6.590621039,2.934167973,10.18922468,1.61E-08,0.035094991,0.375147143,FALSE,FALSE,FALSE,FALSE
5.416100402,14.09088665,136,6,4,98,74,90,11.3137085,3.970588235,1.387661896,6.14967248,4.94E-05,0.103609461,0.571840859,TRUE,FALSE,TRUE,TRUE
21.13028813,208.0824205,7461,20,12,4649,1495,3714,926.9978425,9.955770004,4.037178183,80.75451611,3.80E-08,0.027889347,0.969826709,FALSE,FALSE,FALSE,FALSE
23.48759812,327.3947215,3129,20,16,1793,655,1461,310.8813278,9.338446788,4.731951627,135.7315214,1.02E-08,0.104632381,2.508684439,FALSE,FALSE,FALSE,FALSE
23.62006596,145.2046132,15445,24,12,9061,2393,7519.833333,2075.396983,11.68507608,4.696886759,55.33552141,1.00E-08,0.009401399,0.455580415,FALSE,FALSE,FALSE,FALSE
23.62006596,133.2364136,17521,24,12,10275,2789,8467.333333,2304.588225,11.59842475,4.649157273,48.0507284,1.06E-08,0.007604384,0.370308723,TRUE,FALSE,TRUE,TRUE
15.01318356,73.633976,2169,16,8,1345,379,1060,308.1947436,7.819271554,3.502561432,26.97456882,5.45E-08,0.033948352,0.596707615,TRUE,FALSE,FALSE,FALSE
6.66440902,15.49589059,201,8,4,135,91,113,22,4.497512438,1.555361064,5.873042563,0.001376513,0.077093983,0.429203326,FALSE,TRUE,TRUE,TRUE
10.78725509,38.96121376,589,12,6,371,137,254,76.34788799,5.174872666,2.181488766,15.14078398,8.26E-06,0.066148071,0.648151704,TRUE,FALSE,TRUE,TRUE
27.96888576,217.4966056,71821,28,14,40791,10023,33986.28571,9385.177877,13.24982944,5.507226691,51.76484924,1.00E-08,0.003028315,0.196315259,FALSE,FALSE,FALSE,FALSE
10.78725509,35.64864012,1461,12,6,977,435,774,170.312458,6.357289528,2.360044847,14.67633581,1.10E-08,0.024400164,0.399385531,FALSE,FALSE,FALSE,FALSE
19.29770667,120.4442845,8681,20,10,5187,1507,4299,1138.126531,9.904388895,4.000815531,44.60860776,1.01E-08,0.013874471,0.49206689,TRUE,FALSE,TRUE,TRUE
27.96888576,291.9083085,19109,28,14,10903,2493,8928,2498.517246,13.08200324,5.740076639,104.5135207,1.02E-08,0.015275959,0.771044086,FALSE,FALSE,FALSE,FALSE
2.772588722,2.075868503,29,4,2,21,19,20,1,2.75862069,1.222072079,0.902756414,0.001540954,0.071581673,0.169288647,TRUE,TRUE,TRUE,TRUE
10.78725509,23.57955601,1277,12,6,847,225,631.3333333,229.1314518,5.932654659,2.104960822,8.66230591,1.07E-08,0.018464805,0.250455517,FALSE,FALSE,TRUE,TRUE
19.29770667,127.6367306,3801,20,10,2189,763,1788.2,415.235066,9.409102868,4.43850214,49.68900753,8.21E-07,0.033579777,0.834143636,FALSE,FALSE,TRUE,TRUE
15.01318356,51.99955747,2953,16,8,2019,695,1579.5,408.307176,8.558076532,3.23209281,19.46388081,5.93E-06,0.017609061,0.369579543,TRUE,TRUE,TRUE,TRUE
15.01318356,68.2186783,2817,16,8,1723,627,1436.25,305.8454471,8.157614483,3.309071404,26.1881483,1.88E-08,0.024216783,0.509100955,TRUE,TRUE,TRUE,TRUE
22.51658249,310.8435517,5613,20,15,3371,1219,2774.4,633.0611661,9.885622662,4.296563904,127.7463579,2.27E-08,0.055379218,1.769647102,TRUE,FALSE,TRUE,TRUE
23.62006596,211.4567381,12917,24,12,7765,1965,6297.5,1791.454925,11.70085933,4.786242255,72.30426464,1.79E-06,0.016370422,0.651262217,TRUE,FALSE,TRUE,TRUE
16.76412103,161.9514231,4637,16,10,2875,1177,2434.75,547.5650076,8.401121415,3.343916875,61.55573998,1.02E-08,0.034925905,0.947560905,TRUE,FALSE,TRUE,TRUE
23.62006596,135.1668485,38353,24,12,22177,6207,18586,4976.277056,11.63048523,4.712170774,35.23097428,1.14E-08,0.003524284,0.183302078,FALSE,FALSE,FALSE,FALSE