Unnamed: 0,max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,one_norm,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,min_edge_order,mean_edge_order,std_dev_edge_order,number_of_terms,n_orbs
0,1532,448,1255.5555555555557,326.9614693953032,159.24965623121054,36.5025915359924,7.585044143834085e-06,0.0579722083113252,0.7164118529451236,17,1,8.227156898434655,3.936345260975769,2748,18
0,18210,3404,14807.42857142857,4385.89097829271,381.8945407709655,5.953899775008221,1.3751615819348638e-08,0.0122850974963316,0.1160648904738763,28,1,13.337450942546484,5.432530670657747,31087,28
0,22078,5538,17577.75,4719.706569710311,354.6294121338308,5.770644029248507,1.0128441200842796e-08,0.0101051294276466,0.1071098213142112,24,1,12.021029235766798,4.757558947650148,35095,24
0,3995,1169,3079.736842105264,762.4603418232227,140.00317233339442,3.2082824630533517,8.357754318905969e-08,0.0231946938922124,0.1451942584961141,19,1,9.694333996023856,3.883002462233796,6037,19
0,41307,6215,32946.1724137931,10028.859370866574,461.9073330300114,4.294098729828298,1.1958146416233744e-08,0.0065400956154163,0.0826649591196941,29,1,13.527956730428873,5.44064851434206,70628,29
0,506,184,414.7142857142857,100.4379186871377,42.51427728037322,1.3969307009877423,6.682118122431166e-05,0.0471856573589048,0.1631578177298046,13,1,6.443951165371809,3.0552477613604028,902,14
0,12748,1980,9811.357142857143,3090.9689675186432,337.4988827930108,9.372387991423103,3.6798619453711066e-08,0.0157049270727321,0.1636265776008312,27,1,12.783527221963704,5.350067162469125,21491,28
0,506,184,414.7142857142857,100.4379186871377,106.51073959539362,4.4688274023928125,0.0004049537876552,0.1182139174199708,0.3622210442765661,13,1,6.443951165371809,3.0552477613604028,902,14
0,21858,5422,17256.916666666668,4711.436262937473,314.20207924489966,3.7419544950278993,1.8670327836488783e-08,0.0090433478944539,0.0944618520339568,24,1,11.9205042597283,4.651665627961807,34745,24
0,18318,3420,14891.57142857143,4397.052530864701,308.0931163704128,8.942302690424512,1.3734777192069613e-08,0.0098577179359574,0.1094567582753033,28,1,13.341140334037243,5.432049287318827,31255,28
0,38172,6376,28338.5,8608.01235768165,309.08759174216993,35.76342722700578,1.0146474914018578e-08,0.0052893351999137,0.1571127367612601,28,1,13.578581696214664,5.47444444129014,58437,28
0,38468,8086,29183.35714285714,8059.673904313844,364.2178037596079,48.06402570014302,1.1378936183784405e-08,0.006176952102293,0.20763563854401,28,1,13.858184655043756,5.605268746400945,58965,28
0,77807,15047,63197.0,18989.482315763365,536.6700684741,4.816990918265522,1.0209218530334269e-08,0.0040299319557118,0.0633629091340225,29,1,13.762102860232332,5.373344771257019,133172,29
0,17910,3286,14475.357142857143,4348.568797516568,368.9058824956275,6.083923341184352,1.703878228476684e-08,0.0121278809420616,0.120211419303774,28,1,13.324676178578471,5.442426950711051,30419,28
0,38498,6512,28480.5,8644.697113177039,337.65497404063666,41.61189394715403,1.0569897403235089e-08,0.0057541747450688,0.1810416039649611,28,1,13.589877300613496,5.485340175017463,58681,28
0,1532,448,1255.5555555555557,326.9614693953032,84.92419537256058,21.88984730679605,5.176021065044222e-07,0.0309152513187334,0.4275092805737794,17,1,8.227156898434655,3.936345260975769,2748,18
0,3995,1169,3079.736842105264,762.4603418232227,205.4504946650479,6.360028877685963,1.4467720064548564e-07,0.0340375239670394,0.2095434165890165,19,1,9.694333996023856,3.883002462233796,6037,19
0,18320,3438,14915.714285714286,4393.392724609656,204.8103126001798,1.991281640335856,1.5671038069309094e-08,0.0065426243483318,0.0618143597486732,28,1,13.34142601584462,5.431175091848095,31305,28
0,17280,2980,13707.142857142857,4221.991453891717,352.2884815508385,6.239570765073616,1.0782196048920566e-08,0.0122203580390885,0.127331067761151,28,1,13.31344526155127,5.430923068111308,28829,28
0,1532,448,1255.5555555555557,326.9614693953032,209.15801380221316,48.90243873825048,1.491516577302118e-05,0.0761405219520254,0.9652319361254174,17,1,8.227156898434655,3.936345260975769,2748,18
0,3995,1169,3079.736842105264,762.4603418232227,189.7472381249161,3.929607665512105,5.601153261419094e-08,0.0314359241426299,0.1896077768151437,19,1,9.694333996023856,3.883002462233796,6037,19
0,18244,3424,14849.357142857143,4389.241491698648,378.5790961244852,4.127859134896448,1.5904295904787193e-08,0.0121456238730986,0.1104133935776924,28,1,13.339172281039462,5.432498456668754,31171,28
0,1532,448,1255.5555555555557,326.9614693953032,234.04554341943268,55.94497896834578,1.7939605144049066e-05,0.085200416242968,1.1082029769460429,17,1,8.227156898434655,3.936345260975769,2748,18
0,3995,1169,3079.736842105264,762.4603418232227,112.37288796322676,3.0865440096894408,8.340959212485773e-08,0.018617111988606,0.122329029017663,19,1,9.694333996023856,3.883002462233796,6037,19
0,506,184,414.7142857142857,100.4379186871377,60.21450076568456,1.930891337717909,0.0001856622489246,0.0668307444680183,0.2240489071114516,13,1,6.443951165371809,3.0552477613604028,902,14
0,3991,773,3012.368421052632,860.5980913250063,221.1193890375328,9.260837417385211,1.082560580708102e-07,0.0366334309207309,0.2356527417641173,18,1,9.482273028495692,3.837554290354686,6037,19
0,18194,3406,14801.42857142857,4385.780297316149,395.1294134456775,4.072318196781685,1.2668079575953433e-08,0.0127141197453401,0.1157733132490191,28,1,13.335478473518243,5.431589598376703,31079,28
0,38086,6418,28231.571428571428,8585.326690799548,312.94156554404964,35.74246497081332,1.010877482208272e-08,0.0053810710080482,0.1573735981645174,28,1,13.592475410963615,5.478772552010165,58157,28
0,21682,5402,17088.333333333332,4667.062197523786,316.4085788405672,3.7638590860541057,1.0554923963179181e-08,0.0091931134534419,0.0953921336380917,24,1,11.91585798128886,4.64749100730293,34419,24
0,3995,1169,3079.736842105264,762.4603418232227,172.03165347875796,3.230316614805949,3.799440650378103e-08,0.0285009366266992,0.1724940114417301,19,1,9.694333996023856,3.883002462233796,6037,19
0,8069,1347,6173.95652173913,1781.41935297479,292.39852045101145,55.50567560589691,1.1864115655092906e-08,0.0231181625910035,0.5139341928929316,22,1,11.227150537634408,4.70055574003021,12649,23
0,506,184,414.7142857142857,100.4379186871377,90.10067158066757,2.700530384335959,0.0003304957676052,0.1000007453725497,0.3074306405813347,13,1,6.443951165371809,3.0552477613604028,902,14
0,21978,5454,17296.416666666668,4780.577997800638,335.24136300692885,4.262347137850853,1.4108292543010446e-08,0.0096112776091435,0.1005894528758686,24,1,11.901204128440368,4.699214107590096,34881,24
0,506,184,414.7142857142857,100.4379186871377,135.96227065231568,9.8682594535275,0.0003717421861517,0.1509015212567317,0.5117011674226962,13,1,6.443951165371809,3.0552477613604028,902,14
0,1532,448,1255.5555555555557,326.9614693953032,185.53853448372743,42.40244619146856,1.1815730696863269e-05,0.0675422404381969,0.8343151532512006,17,1,8.227156898434655,3.936345260975769,2748,18
0,506,184,414.7142857142857,100.4379186871377,120.93466946397504,6.93527309813698,0.0003767581342697,0.1342227186059656,0.4278421121396113,13,1,6.443951165371809,3.0552477613604028,902,14
